description,job_url,title,experience,llm_response
"Full stack developer with Flask and Python \\\\- 5\\\\-6 years
  

Minimum 5 years of experienced
  

Full Stack Developer using Flask, Python, HTML, CSS,React
  

Strong Knowledge of object\\\\-oriented programming;
  

Design Concepts \\\\& Design patterns and secure API's using Webservices
  

Work experience in front end like HTML,CSS,Bootstrap and JavaScript, React,Python  

Good Knowledge on DB side like MySQL,PostgreSQL,Oracle,Cassandra,Elastic Search and MongoDB
  

Good knowledge on debugging the application
  

Good knowledge on deployment and configuration part
  

Very good Troubleshooting \\\\& Analytical skills
  

Experience with scripting in UNIX,Linux and Windows environments
  

Must have excellent communication skills

**Your future duties and responsibilities**

**Required qualifications to be successful in this role**

**Together, as owners, let’s turn meaningful insights into action.**  

  

Life at CGI is rooted in ownership, teamwork, respect and belonging. Here, you’ll reach your full potential because…  

  

You are invited to be an owner from day 1 as we work together to bring our Dream to life. That’s why we call ourselves CGI Partners rather than employees. We benefit from our collective success and actively shape our company’s strategy and direction.  

  

Your work creates value. You’ll develop innovative solutions and build relationships with teammates and clients while accessing global capabilities to scale your ideas, embrace new opportunities, and benefit from expansive industry and technology expertise.  

  

You’ll shape your career by joining a company built to grow and last. You’ll be supported by leaders who care about your health and well\\\\-being and provide you with opportunities to deepen your skills and broaden your horizons.
  

  

Come join our team—one of the largest IT and business consulting services firms in the world.",https://in.indeed.com/viewjob?jk=6e81f2988668bbb6,SE- Full stack developer with Flask,5.0,The years of experience required for this job is 5.
"**Senior Mobile Developer (Flutter, Data Structure)**

**Location : Bangalore**

**Experience : 3yrs to 6yrs**

**Skills :** Full Stack Development, Vanilla Javascript, Android Development, iOS Development, Flutter, HTML/HTML5, CSS/CSS3

Role \\\\& Responsibilities

* Develop highly usable, composable UIs using Flutter, HTML5, CSS, Javascript
* Collaborate with the UX team to understand end\\\\-user requirements and build solutions
* Write well\\\\-abstracted, reusable, highly performant code for UI components
* Experiment with new relevant technologies and tools to delight users

Ideal Candidate

* Bachelor’s Degree in engineering or science
* 2\\\\+ years of experience in building and shipping innovative, richly visual, fast products
* Must have experience and passion for building high quality Android or iOS apps
* Must have experience or passion for building Flutter applications
* Experience with other related platforms, framework and languages such as Dart, iOS, web applications is a big plus

Job Type: Full\\\\-time

Pay: ₹3,000,000\\\\.00 \\\\- ₹4,000,000\\\\.00 per year

Experience:

* total work: 3 years (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=039af2bb3c756b5e,"Senior Mobile Developer (Flutter, Data Structure)",3.0,The years of experience required for this job is 3.
"Senior Full Stack Developer / Team LeadAbout Hamon

Hamon is a premium software services company that builds high\\\\-quality, reliable software for our clients. We distinguish ourselves through:

* Transparency: We provide real\\\\-time visibility into our work process.
* Quality: We take pride in delivering robust, well\\\\-crafted software.
* Project Management: We've refined our ability to deliver work efficiently and effectively.

We foster a culture of mentorship and continuous learning. Many of our employees start as fresh graduates and build their careers with us. We encourage innovation and value contributions to open\\\\-source projects.

The Role

We're seeking a Full Stack Developer who can grow into a leadership position. In this role, you will:

* Work with a team of junior engineers and specialists
* Take ownership of project quality
* Communicate effectively with clients
* Balance personal growth with team development

Reporting directly to the CTO, you'll receive coaching to prepare you for a future leadership role.

QualificationsTechnical Skills:

* Proficiency in full\\\\-stack development
* Strong understanding of software design principles and Agile methodologies
* Experience in delivering high\\\\-quality, maintainable code
* Skill in conducting constructive code reviews
* Ability to quickly adapt to ongoing projects
* Expertise in at least one of our main stacks: Python, JavaScript, or Golang (3\\\\+ years of professional experience required)
* Knowledge of database design and application architecture is advantageous

Professional Skills:

* Capability to manage client relationships and projects
* Proactive problem\\\\-solving and risk management
* Mentoring ability to develop junior team members
* Excellent verbal and written communication skills (fluent English required)
* Ability to pick up new technologies and skills and make informed decisions based on them.

Qualifications:

* Professional degree from a reputed institution
* 4\\\\-6 years of relevant experience

We value potential and attitude. If you can demonstrate the ability to overcome challenges and grow professionally, we encourage you to apply.

Benefits

* Competitive salary with performance\\\\-based incentives
* Health insurance coverage (up to INR 300,000 for employee and family)
* Support for professional certifications
* Opportunity to attend and present at relevant conferences
* 24 days of annual leave (12 casual \\\\+ 12 sick)

Job Type: Full\\\\-time

Location Type:

* In\\\\-person

Schedule:

* Monday to Friday

Education:

* Bachelor's (Preferred)

Experience:

* Python: 4 years (Required)
* total work: 4 years (Required)

Work Location: In person",https://in.indeed.com/viewjob?jk=aa81424013bc3118,Senior Python Developer,4.0,The years of experience required for this job is 4.
"Prodios Labs is seeking an experienced and dynamic **Technical Project Manager** to join our software development team in Dehradun. The ideal candidate will have a strong technical background, excellent communication skills, and the ability to bridge the gap between client requirements and software development processes. This role involves understanding client problem statements, defining technical solutions, managing timelines, and ensuring successful project delivery.

**Key Responsibilities:**

* Collaborate with clients to understand their problem statements and requirements.
* Discuss and negotiate timelines, work delivery, and scope changes based on project needs.
* Serve as the primary point of contact for technical discussions and updates.
* Analyze client requirements to formulate them into actionable software development tasks.
* Identify the best\\\\-suited technology stacks (e.g., MERN, .NET, PHP) for project execution.
* Develop technical roadmaps and strategies to deliver client objectives efficiently.
* Provide technical guidance and mentorship to the development team.
* Ensure alignment between client needs and developer execution.
* Monitor project progress and address technical challenges proactively.
* Oversee project timelines, milestones, and deliverables.
* Facilitate regular progress reviews with clients and internal teams.
* Manage resource allocation and resolve bottlenecks effectively.
* Ensure adherence to high\\\\-quality development standards and best practices.
* Conduct reviews of code, architecture, and system designs to ensure robustness and scalability.

**Required Skills \\\\& Qualifications:**

* Minimum of 5 years in software development or team management roles.
* Proven experience as a developer or managing a team of developers with a technical mindset.
* Strong familiarity with diverse technology stacks such as MERN, .NET, PHP, and others.
* Hands\\\\-on experience in software development processes and lifecycle management.
* Exceptional communication and interpersonal skills.
* Ability to translate client requirements into technical terms effectively.
* Strong organizational and problem\\\\-solving abilities.
* Demonstrated ability to manage cross\\\\-functional teams and ensure timely project delivery.
* Capability to handle client escalations and scope changes with professionalism.

Job Type: Full\\\\-time

Pay: ₹800,000\\\\.00 \\\\- ₹1,200,000\\\\.00 per year

Schedule:

* Morning shift

Experience:

* total work: 5 years (Required)

Work Location: In person

**Speak with the employer**  
\\\\+91 8249241693",https://in.indeed.com/viewjob?jk=54b4d131a3a3f962,Technical Project Manager,5.0,The years of experience required for this job is 5.
"We are looking for a passionate and experienced **Full Stack Python Developer** . The ideal candidate should have a strong understanding of Python development, front\\\\-end and back\\\\-end technologies, and a knack for teaching complex concepts in a simple way.

***Required Skills \\\\& Qualification:***

* Proficiency in Python and frameworks like Django/Flask.
* Solid understanding of front\\\\-end technologies (HTML, CSS, JavaScript) and frameworks (React, Angular, or Vue.js).
* Experience with RESTful APIs, WebSockets, and microservices architecture.
* Knowledge of database systems (MySQL, PostgreSQL, MongoDB).
* Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent experience).
* Minimum one year of experience in Python full\\\\-stack development.

Job Types: Full\\\\-time, Permanent, Freelance

Pay: ₹10,000\\\\.00 \\\\- ₹12,000\\\\.00 per month

Benefits:

* Provident Fund

Schedule:

* Day shift
* Morning shift
* Rotational shift

Supplemental Pay:

* Performance bonus

Education:

* Bachelor's (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=763e9b560b50b30e,Full Stack Python Developer/Trainer,1.0,The years of experience required for this job is 1.
"**Job Description:** 

**Job Title:** Full stack Developer

**Location:** Panipat ( Haryana)

**Qualification:** Any Graduation

**Years of Experience:**  3\\\\+ Yrs

**Salary Package:**  3\\\\.5 LPA \\\\+ (Negotiable)

**Required Skills:** 

* Proficient in front\\\\-end development with React.js and back\\\\-end with Node.js.
* Expertise in database management using MySQL and MongoDB.
* Ability to build optimized, secure, and scalable websites from scratch.
* Strong problem\\\\-solving skills with attention to detail.

**Job Responsibility:**

* Design and develop the website front\\\\-end using React.js.
* Build and maintain the back\\\\-end using Node.js, ensuring high performance and responsiveness.
* Manage and integrate databases using MySQL or MongoDB.
* Write optimized, clean, and scalable code to build the website from scratch.
* Collaborate with the design team to ensure a cohesive and user\\\\-friendly interface.
* Implement security protocols to protect user data and site integrity.
* Conduct thorough testing and debugging to ensure smooth functionality across all platforms.
* Optimize website performance for speed, scalability, and SEO best practices.

**Interested Candidates can call and share their updated resume on WhatsApp:\\\\-** 

**Ph. No. :\\\\-** 9996482201

**E\\\\-mail :\\\\-** savvicompany.03@gmail.com

Job Type: Full\\\\-time

Pay: ₹27,000\\\\.00 \\\\- ₹35,000\\\\.00 per month

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* Angular: 1 year (Preferred)
* total work: 1 year (Preferred)
* Java: 1 year (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=3a6dad8bb893948e,Full Stack Developer,3.0,The years of experience required for this job is 3.
"**Job Description:** 

**Job Title:** Full stack Developer

**Location:** Panipat ( Haryana)

**Qualification:** Any Graduation

**Years of Experience:**  3\\\\+ Yrs

**Salary Package:**  3\\\\.5 LPA \\\\+ (Negotiable)

**Required Skills:** 

* Proficient in front\\\\-end development with React.js and back\\\\-end with Node.js.
* Expertise in database management using MySQL and MongoDB.
* Ability to build optimized, secure, and scalable websites from scratch.
* Strong problem\\\\-solving skills with attention to detail.

**Job Responsibility:**

* Design and develop the website front\\\\-end using React.js.
* Build and maintain the back\\\\-end using Node.js, ensuring high performance and responsiveness.
* Manage and integrate databases using MySQL or MongoDB.
* Write optimized, clean, and scalable code to build the website from scratch.
* Collaborate with the design team to ensure a cohesive and user\\\\-friendly interface.
* Implement security protocols to protect user data and site integrity.
* Conduct thorough testing and debugging to ensure smooth functionality across all platforms.
* Optimize website performance for speed, scalability, and SEO best practices.

**Interested Candidates can call and share their updated resume on WhatsApp:\\\\-** 

**Ph. No. :\\\\-** 9996482201

**E\\\\-mail :\\\\-** savvicompany.02@gmail.com

Job Type: Full\\\\-time

Pay: ₹27,000\\\\.00 \\\\- ₹35,000\\\\.00 per month

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* Angular: 1 year (Preferred)
* total work: 1 year (Preferred)
* Java: 1 year (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=4e48ce4f70fa5d6a,Full Stack Developer,3.0,The years of experience required for this job is 3.
"Job Description: Full Stack Developer

**About Us**

At Vahlay Consulting, we specialize in delivering tailored solutions in project management, entry\\\\-level hiring, training, and engineering support services. We are expanding our technical team to include a dynamic Full Stack Developer to support our growing digital projects.

**Role Overview**

We are seeking an innovative and experienced Full Stack Developer to build and maintain scalable software solutions. The ideal candidate will work closely with cross\\\\-functional teams to design, develop, and implement applications that meet our clients' needs.

**Key Responsibilities**

* **Frontend Development**:
* Build intuitive, responsive web interfaces using technologies like HTML, CSS, JavaScript, and frameworks such as React, Angular, or Vue.js.
* Ensure the best possible performance and user experience for web applications.
* **Backend Development**:
* Develop server\\\\-side logic using programming languages like Node.js, Python, Java, or PHP.
* Integrate with databases (SQL and NoSQL), APIs, and third\\\\-party services.
* **System Integration**:
* Collaborate with designers, product managers, and other developers to translate designs into functional applications.
* Implement secure and scalable RESTful services and APIs.
* **Maintenance and Testing**:
* Conduct debugging, testing, and optimization to ensure code quality and system performance.
* Perform version control and ensure deployment pipelines are efficient and automated.
* **Collaboration**:
* Participate in sprint planning, code reviews, and stand\\\\-up meetings.
* Document technical specifications and system designs.

**Required Skills \\\\& Qualifications**

* Proficiency in frontend frameworks like React, Angular, or Vue.js.
* Strong knowledge of backend technologies such as Node.js, Django, Ruby on Rails, or Spring Boot.
* Experience with database systems like MySQL, MongoDB, or PostgreSQL.
* Familiarity with cloud platforms like AWS, Azure, or Google Cloud.
* Hands\\\\-on experience with DevOps practices, CI/CD pipelines, and version control (Git).
* Strong problem\\\\-solving skills and ability to troubleshoot complex technical issues.

**Preferred Qualifications**

* Bachelor's degree in Computer Science, Engineering, or a related field.
* Prior experience with microservices architecture.
* Exposure to mobile application development (e.g., Flutter, React Native).

We look forward to welcoming you to the Vahlay Consulting team!

Job Type: Full\\\\-time

Pay: From ₹18,000\\\\.00 per month

Schedule:

* Monday to Friday
* Night shift
* US shift

Supplemental Pay:

* Performance bonus

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* Java: 1 year (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=f6497a10f1f269cc,Full Stack Developer (Experience),1.0,The years of experience required for this job is 1.
"**Key Responsibilities:**

* **Develop and maintain full\\\\-stack web applications** using Java (Spring Boot) on the back end and React.js on the front end.
* **Design, implement, and optimize APIs** and RESTful services.
* **Write well\\\\-designed, testable, and efficient code** following best practices in software development.
* **Collaborate with cross\\\\-functional teams** including UI/UX designers, product managers, and other developers to deliver end\\\\-to\\\\-end solutions.
* **Manage databases and ensure data integrity**, handling both relational and NoSQL databases as needed.
* **Ensure code quality and perform code reviews** to maintain high development standards.
* Troubleshoot, debug, and **resolve application performance issues** and bugs in a timely manner.
* **Develop and integrate JSP\\\\-based components** with the Java backend as needed for certain legacy or specialized systems.
* Stay up\\\\-to\\\\-date with emerging technologies and apply them in your work.

**Key Skills \\\\& Requirements:**

* **3\\\\+ years of professional experience** as a Full Stack Developer, working on Java\\\\-based applications.
* Strong proficiency in **Java, JSP, Spring Framework, Spring Boot** for back\\\\-end development.
* Solid understanding of **front\\\\-end technologies**: JavaScript, React.js, HTML5, and CSS3\\\\.
* Experience with **RESTful API development** and integrating third\\\\-party services.
* Knowledge of databases, such as **MySQL, PostgreSQL, or MongoDB**.
* Experience with **version control systems**, especially Git.
* Familiarity with **build tools** such as Maven or Gradle.
* Hands\\\\-on experience with **unit testing frameworks** (JUnit, Mockito) and debugging tools.
* Strong problem\\\\-solving skills, attention to detail, and ability to work independently or within a team.

Excellent communication skills and the ability to collaborate effectively with team members.

Job Type: Full\\\\-time

Pay: ₹1,000,000\\\\.00 \\\\- ₹2,000,000\\\\.00 per year

Location Type:

* Remote

Schedule:

* Day shift
* Monday to Friday

Application Question(s):

* What is your ECTC? (Mandatory answer)
* Are you available to join immediately? (Mandatory answer)

Experience:

* Microservices: 3 years (Required)
* Java: 5 years (Required)

Work Location: Remote",https://in.indeed.com/viewjob?jk=5e6efde9408b41a0,Lead Java Developer,3.0,The years of experience required for this job is 3.
"**Job Description**

**Job Description**  

Inviting Applications for .Net Full Stack Developer (Angular)


Job Title: .Net Full Stack Developer (Angular)


Experience Required: 4 to 10 Years


Location: Pune

* Proficiency in JavaScript, Angular, HTML5, CSS3, and Styled\\\\-components.
* Experience with Redux for state management and maintaining complex application states.
* Proficiency in Design patterns (chain of command, CQRS, factory, builder, singleton), .net core lifecycle, .net core web API, Authentication and authorization mechanisms, Serialization, and deserialization (JSON, XML, binary, etc.), Entity framework and ADO.net, Asynchronous programming (async/await)
* Unit testing (regardless of the tool)
* Experience on applying SOLID Principles
* Experience on Azure storage (table, blob, queue), Key vault, Az SQL, Application insights, app services, Application gateway, CDN, Traffic Manager, API Management and Azure Kubernetes service
* Experience on designing RESTful APIs

**Desired Candidate Profile**  

Qualifications :BACHELOR OF ENGINEERING",https://in.indeed.com/viewjob?jk=798d8f0ca9af41ea,.Net Full Stack Developer (Angular),4.0,The years of experience required for this job is 4.
